Setup title,"C-V Sweep_Device3_W1_Light_1k-950k"
-1.58,2.24086E-10
-1.59,2.24143E-10
-1.6,2.24291E-10
-1.61,2.24305E-10
-1.62,2.24269E-10
-1.63,2.24392E-10
-1.64,2.24476E-10
-1.65,2.24523E-10
-1.66,2.24528E-10
-1.67,2.24578E-10
-1.68,2.2466E-10
-1.69,2.24733E-10
-1.7,2.24819E-10
-1.71,2.24862E-10
-1.72,2.24871E-10
-1.73,2.24907E-10
-1.74,2.25006E-10
-1.75,2.25024E-10
-1.76,2.25091E-10
-1.77,2.25103E-10
-1.78,2.25202E-10
-1.79,2.2518E-10
-1.8,2.25224E-10
-1.81,2.2525E-10
-1.82,2.25332E-10
-1.83,2.25322E-10
-1.84,2.25398E-10
-1.85,2.25401E-10
-1.86,2.25498E-10
-1.87,2.25493E-10
-1.88,2.25596E-10
-1.89,2.2557E-10
-1.9,2.2566E-10
-1.91,2.25654E-10
-1.92,2.25751E-10
-1.93,2.25728E-10
-1.94,2.25784E-10
-1.95,2.25748E-10
-1.96,2.25861E-10
-1.97,2.25863E-10
-1.98,2.25877E-10
-1.99,2.25977E-10
-2,2.25985E-10
-2.01,2.25962E-10
-2.02,2.26038E-10
-2.03,2.26076E-10
-2.04,2.26111E-10
-2.05,2.26102E-10
-2.06,2.26182E-10
-2.07,2.26189E-10
-2.08,2.26213E-10
-2.09,2.26278E-10
-2.1,2.26311E-10
-2.11,2.26343E-10
-2.12,2.26347E-10
-2.13,2.26534E-10
-2.14,2.26425E-10
-2.15,2.26409E-10
-2.16,2.26498E-10
-2.17,2.26489E-10
-2.18,2.2654E-10
-2.19,2.26582E-10
-2.2,2.26578E-10
-2.21,2.26571E-10
-2.22,2.26617E-10
-2.23,2.26682E-10
-2.24,2.26684E-10
-2.25,2.26741E-10
-2.26,2.26719E-10
-2.27,2.268E-10
-2.28,2.2677E-10
-2.29,2.26852E-10
-2.3,2.26894E-10
-2.31,2.26871E-10
-2.32,2.26881E-10
-2.33,2.2696E-10
-2.34,2.26881E-10
-2.35,2.26979E-10
-2.36,2.26985E-10
-2.37,2.27001E-10
-2.38,2.27041E-10
-2.39,2.26989E-10
-2.4,2.27011E-10
-2.41,2.2708E-10
-2.42,2.27077E-10
-2.43,2.27162E-10
-2.44,2.2713E-10
-2.45,2.27177E-10
-2.46,2.27208E-10
-2.47,2.27268E-10
-2.48,2.27219E-10
-2.49,2.27263E-10
-2.5,2.27071E-10
-2.51,2.27307E-10
-2.52,2.27309E-10
-2.53,2.27372E-10
-2.54,2.2735E-10
-2.55,2.27371E-10
-2.56,2.27459E-10
-2.57,2.27447E-10
-2.58,2.27453E-10
-2.59,2.27479E-10
-2.6,2.2748E-10
-2.61,2.2748E-10
-2.62,2.27567E-10
-2.63,2.27531E-10
-2.64,2.27542E-10
-2.65,2.27548E-10
-2.66,2.27565E-10
-2.67,2.27592E-10
-2.68,2.27625E-10
-2.69,2.27632E-10
-2.7,2.2768E-10
-2.71,2.27628E-10
-2.72,2.27681E-10
-2.73,2.27664E-10
-2.74,2.27698E-10
-2.75,2.27705E-10
-2.76,2.27725E-10
-2.77,2.27708E-10
-2.78,2.2777E-10
-2.79,2.27826E-10
-2.8,2.27813E-10
-2.81,2.27825E-10
-2.82,2.27848E-10
-2.83,2.27866E-10
-2.84,2.2792E-10
-2.85,2.27952E-10
-2.86,2.27902E-10
-2.87,2.27961E-10
-2.88,2.27912E-10
-2.89,2.28012E-10
-2.9,2.28021E-10
-2.91,2.28007E-10
-2.92,2.27995E-10
-2.93,2.28055E-10
-2.94,2.28014E-10
-2.95,2.28017E-10
-2.96,2.28028E-10
-2.97,2.28117E-10
-2.98,2.2804E-10
-2.99,2.28123E-10
-3,2.28077E-10
-3,2.26988E-10
-2.99,2.26981E-10
-2.98,2.26927E-10
-2.97,2.2694E-10
-2.96,2.26915E-10
-2.95,2.26903E-10
-2.94,2.26856E-10
-2.93,2.26889E-10
-2.92,2.26874E-10
-2.91,2.26819E-10
-2.9,2.26801E-10
-2.89,2.26801E-10
-2.88,2.26807E-10
-2.87,2.26822E-10
-2.86,2.26823E-10
-2.85,2.26747E-10
-2.84,2.26745E-10
-2.83,2.2676E-10
-2.82,2.2676E-10
-2.81,2.26742E-10
-2.8,2.26667E-10
-2.79,2.26668E-10
-2.78,2.26635E-10
-2.77,2.26647E-10
-2.76,2.26639E-10
-2.75,2.26581E-10
-2.74,2.26587E-10
-2.73,2.2654E-10
-2.72,2.26584E-10
-2.71,2.26516E-10
-2.7,2.26521E-10
-2.69,2.2649E-10
-2.68,2.26475E-10
-2.67,2.26446E-10
-2.66,2.26443E-10
-2.65,2.26442E-10
-2.64,2.26417E-10
-2.63,2.2639E-10
-2.62,2.26382E-10
-2.61,2.2634E-10
-2.6,2.26291E-10
-2.59,2.26304E-10
-2.58,2.26302E-10
-2.57,2.26257E-10
-2.56,2.26261E-10
-2.55,2.26192E-10
-2.54,2.26216E-10
-2.53,2.26203E-10
-2.52,2.26176E-10
-2.51,2.26157E-10
-2.5,2.26172E-10
-2.49,2.26129E-10
-2.48,2.26061E-10
-2.47,2.26116E-10
-2.46,2.26019E-10
-2.45,2.26047E-10
-2.44,2.26028E-10
-2.43,2.26051E-10
-2.42,2.25975E-10
-2.41,2.25981E-10
-2.4,2.25921E-10
-2.39,2.2592E-10
-2.38,2.25901E-10
-2.37,2.25878E-10
-2.36,2.25831E-10
-2.35,2.25833E-10
-2.34,2.25777E-10
-2.33,2.25754E-10
-2.32,2.25774E-10
-2.31,2.25715E-10
-2.3,2.25675E-10
-2.29,2.25714E-10
-2.28,2.25653E-10
-2.27,2.25614E-10
-2.26,2.25581E-10
-2.25,2.25604E-10
-2.24,2.25549E-10
-2.23,2.25503E-10
-2.22,2.25436E-10
-2.21,2.25478E-10
-2.2,2.25418E-10
-2.19,2.25412E-10
-2.18,2.25368E-10
-2.17,2.25363E-10
-2.16,2.25326E-10
-2.15,2.25285E-10
-2.14,2.25255E-10
-2.13,2.25238E-10
-2.12,2.25195E-10
-2.11,2.25192E-10
-2.1,2.2514E-10
-2.09,2.2511E-10
-2.08,2.25164E-10
-2.07,2.25064E-10
-2.06,2.25042E-10
-2.05,2.24991E-10
-2.04,2.24985E-10
-2.03,2.24921E-10
-2.02,2.24922E-10
-2.01,2.24892E-10
-2,2.2484E-10
-1.99,2.2479E-10
-1.98,2.24731E-10
-1.97,2.24717E-10
-1.96,2.24736E-10
-1.95,2.24614E-10
-1.94,2.24645E-10
-1.93,2.24586E-10
-1.92,2.24559E-10
-1.91,2.24494E-10
-1.9,2.24496E-10
-1.89,2.24417E-10
-1.88,2.24388E-10
-1.87,2.24378E-10
-1.86,2.24339E-10
-1.85,2.24259E-10
-1.84,2.24245E-10
-1.83,2.24155E-10
-1.82,2.24162E-10
-1.81,2.24111E-10
-1.8,2.24128E-10
-1.79,2.24031E-10
-1.78,2.23985E-10
-1.77,2.23926E-10
-1.76,2.2392E-10
-1.75,2.23822E-10
-1.74,2.23787E-10
-1.73,2.2377E-10
-1.72,2.23699E-10
-1.71,2.23643E-10
-1.7,2.23644E-10
-1.69,2.23556E-10
-1.68,2.23469E-10
-1.67,2.23458E-10
-1.66,2.23411E-10
-1.65,2.23376E-10
-1.64,2.23312E-10
-1.63,2.23289E-10
-1.62,2.23178E-10
-1.61,2.23167E-10
-1.6,2.23102E-10
-1.59,2.23059E-10
-1.58,2.22952E-10
-1.57,2.22918E-10
-1.56,2.2286E-10
-1.55,2.22743E-10
-1.54,2.22747E-10
-1.53,2.22659E-10
-1.52,2.22583E-10
-1.51,2.22554E-10
-1.5,2.22456E-10
-1.49,2.22399E-10
-1.48,2.22299E-10
-1.47,2.22238E-10
-1.46,2.22179E-10
-1.45,2.22112E-10
-1.44,2.22029E-10
-1.43,2.21971E-10
-1.42,2.21845E-10
-1.41,2.21816E-10
-1.4,2.21722E-10
-1.39,2.2165E-10
-1.38,2.21567E-10
-1.37,2.2149E-10
-1.36,2.21332E-10
-1.35,2.21286E-10
-1.34,2.21197E-10
-1.33,2.21106E-10
-1.32,2.21003E-10
-1.31,2.20932E-10
-1.3,2.20854E-10
-1.29,2.20744E-10
-1.28,2.2064E-10
-1.27,2.20508E-10
-1.26,2.2037E-10
-1.25,2.2033E-10
-1.24,2.20217E-10
-1.23,2.20067E-10
-1.22,2.19987E-10
-1.21,2.1982E-10
-1.2,2.19752E-10
-1.19,2.19604E-10
-1.18,2.19517E-10
-1.17,2.19326E-10
-1.16,2.19286E-10
-1.15,2.19076E-10
-1.14,2.18944E-10
-1.13,2.18795E-10
-1.12,2.18697E-10
-1.11,2.18493E-10
-1.1,2.18367E-10
-1.09,2.18204E-10
-1.08,2.18042E-10
-1.07,2.17849E-10
-1.06,2.17704E-10
-1.05,2.17504E-10
-1.04,2.17324E-10
-1.03,2.17135E-10
-1.02,2.1692E-10
-1.01,2.16715E-10
-1,2.16506E-10
-0.99,2.16274E-10
-0.98,2.16105E-10
-0.97,2.15861E-10
-0.96,2.15628E-10
-0.95,2.15433E-10
-0.94,2.15111E-10
-0.93,2.14905E-10
-0.92,2.14608E-10
-0.91,2.14364E-10
-0.9,2.14061E-10
-0.89,2.13774E-10
-0.88,2.13415E-10
-0.87,2.1317E-10
-0.86,2.12755E-10
-0.85,2.12453E-10
-0.84,2.12042E-10
-0.83,2.1167E-10
-0.82,2.11213E-10
-0.81,2.10865E-10
-0.8,2.10376E-10
-0.79,2.09973E-10
-0.78,2.0944E-10
-0.77,2.09018E-10
-0.76,2.08411E-10
-0.75,2.07929E-10
-0.74,2.07257E-10
-0.73,2.06757E-10
-0.72,2.06001E-10
-0.71,2.05347E-10
-0.7,2.04572E-10
-0.69,2.03912E-10
-0.68,2.02985E-10
-0.67,2.0215E-10
-0.66,2.01191E-10
-0.65,2.00229E-10
-0.64,1.99E-10
-0.63,1.97867E-10
-0.62,1.9666E-10
-0.61,1.95317E-10
-0.6,1.93961E-10
-0.59,1.92396E-10
-0.58,1.90875E-10
-0.57,1.89011E-10
-0.56,1.87288E-10
-0.55,1.85104E-10
-0.54,1.83271E-10
-0.53,1.80759E-10
-0.52,1.78712E-10
-0.51,1.76012E-10
-0.5,1.73841E-10
-0.49,1.7097E-10
-0.48,1.68711E-10
-0.47,1.65968E-10
-0.46,1.63878E-10
-0.45,1.61388E-10
-0.44,1.59609E-10
-0.43,1.57515E-10
-0.42,1.5601E-10
-0.41,1.54641E-10
-0.4,1.53868E-10
-0.39,1.53205E-10
-0.38,1.53064E-10
-0.37,1.53288E-10
-0.36,1.53804E-10
-0.35,1.54844E-10
-0.34,1.55959E-10
-0.33,1.57706E-10
-0.32,1.5942E-10
-0.31,1.61552E-10
-0.3,1.63744E-10
-0.29,1.66172E-10
-0.28,1.68564E-10
-0.27,1.71157E-10
-0.26,1.73731E-10
-0.25,1.76362E-10
-0.24,1.78892E-10
-0.23,1.81412E-10
-0.22,1.83973E-10
-0.21,1.86618E-10
-0.2,1.89042E-10
-0.19,1.91309E-10
-0.18,1.93713E-10
-0.17,1.9576E-10
-0.16,1.97996E-10
-0.15,1.99842E-10
-0.14,2.01982E-10
-0.13,2.03653E-10
-0.12,2.05642E-10
-0.11,2.07181E-10
-0.1,2.08992E-10
-0.09,2.10377E-10
-0.08,2.1204E-10
-0.07,2.13286E-10
-0.06,2.14788E-10
-0.05,2.15964E-10
-0.04,2.17341E-10
-0.03,2.1838E-10
-0.02,2.19596E-10
-0.01,2.2051E-10
0,2.21635E-10
0.01,2.2256E-10
0.02,2.23558E-10
0.03,2.24361E-10
0.04,2.25243E-10
0.05,2.26007E-10
0.06,2.26826E-10
0.07,2.27534E-10
0.08,2.28224E-10
0.09,2.28853E-10
0.1,2.29495E-10
0.11,2.30116E-10
0.12,2.30704E-10
0.13,2.31256E-10
0.14,2.31744E-10
0.15,2.32301E-10
0.16,2.32737E-10
0.17,2.3326E-10
0.18,2.33675E-10
0.19,2.34124E-10
0.2,2.34503E-10
0.21,2.3498E-10
0.22,2.35347E-10
0.23,2.35727E-10
0.24,2.36085E-10
0.25,2.36451E-10
0.26,2.36735E-10
0.27,2.37091E-10
0.28,2.3736E-10
0.29,2.37693E-10
0.3,2.37978E-10
0.31,2.38274E-10
0.32,2.38479E-10
0.33,2.38814E-10
0.34,2.39039E-10
0.35,2.39275E-10
0.36,2.39519E-10
0.37,2.39739E-10
0.38,2.3996E-10
0.39,2.40193E-10
0.4,2.40367E-10
0.41,2.40519E-10
0.42,2.40811E-10
0.43,2.41021E-10
0.44,2.41266E-10
0.45,2.41386E-10
0.46,2.41576E-10
0.47,2.41681E-10
0.48,2.41903E-10
0.49,2.42009E-10
0.5,2.42135E-10
0.51,2.42353E-10
0.52,2.42506E-10
0.53,2.42635E-10
0.54,2.42765E-10
0.55,2.42924E-10
0.56,2.43066E-10
0.57,2.43144E-10
0.58,2.4333E-10
0.59,2.43416E-10
0.6,2.43562E-10
0.61,2.43633E-10
0.62,2.43793E-10
0.63,2.43875E-10
0.64,2.44012E-10
0.65,2.44133E-10
0.66,2.44256E-10
0.67,2.44311E-10
0.68,2.44434E-10
0.69,2.44556E-10
0.7,2.44655E-10
0.71,2.44726E-10
0.72,2.44839E-10
0.73,2.44925E-10
0.74,2.44988E-10
0.75,2.45104E-10
0.76,2.45166E-10
0.77,2.45213E-10
0.78,2.45388E-10
0.79,2.45462E-10
0.8,2.4549E-10
0.81,2.45566E-10
0.82,2.45663E-10
0.83,2.45753E-10
0.84,2.45797E-10
0.85,2.45881E-10
0.86,2.45943E-10
0.87,2.45983E-10
0.88,2.46082E-10
0.89,2.46126E-10
0.9,2.46224E-10
0.91,2.46313E-10
0.92,2.46309E-10
0.93,2.46356E-10
0.94,2.46449E-10
0.95,2.46561E-10
0.96,2.46576E-10
0.97,2.46633E-10
0.98,2.46668E-10
0.99,2.46727E-10
1,2.46802E-10
1.01,2.46858E-10
1.02,2.46928E-10
1.03,2.46932E-10
1.04,2.46926E-10
1.05,2.47069E-10
1.06,2.47057E-10
1.07,2.47186E-10
1.08,2.47177E-10
1.09,2.47253E-10
1.1,2.47307E-10
1.11,2.47354E-10
1.12,2.47381E-10
1.13,2.47455E-10
1.14,2.47572E-10
1.15,2.47503E-10
1.16,2.47583E-10
1.17,2.47597E-10
1.18,2.47636E-10
1.19,2.4768E-10
1.2,2.47766E-10
1.21,2.47776E-10
1.22,2.4782E-10
1.23,2.47839E-10
1.24,2.4792E-10
1.25,2.47914E-10
1.26,2.47995E-10
1.27,2.4796E-10
1.28,2.48054E-10
1.29,2.48055E-10
1.3,2.4813E-10
1.31,2.48107E-10
1.32,2.48194E-10
1.33,2.48197E-10
1.34,2.48287E-10
1.35,2.48272E-10
1.36,2.48323E-10
1.37,2.48304E-10
1.38,2.48391E-10
1.39,2.48433E-10
1.4,2.48433E-10
1.41,2.4846E-10
1.42,2.48468E-10
1.43,2.48501E-10
1.44,2.48549E-10
1.45,2.4857E-10
1.46,2.48609E-10
1.47,2.48598E-10
1.48,2.48666E-10
1.49,2.4869E-10
1.5,2.48749E-10
1.51,2.48675E-10
1.52,2.48811E-10
1.53,2.48838E-10
1.54,2.48829E-10
1.55,2.4885E-10
1.56,2.48864E-10
1.57,2.48915E-10
1.58,2.48897E-10
1.59,2.48973E-10
1.6,2.48922E-10
1.61,2.49002E-10
1.62,2.49002E-10
1.63,2.49056E-10
1.64,2.49071E-10
1.65,2.49129E-10
1.66,2.49106E-10
1.67,2.49171E-10
1.68,2.49179E-10
1.69,2.49204E-10
1.7,2.49186E-10
1.71,2.49244E-10
1.72,2.49228E-10
1.73,2.49271E-10
1.74,2.49271E-10
1.75,2.49349E-10
1.76,2.49307E-10
1.77,2.49373E-10
1.78,2.49334E-10
1.79,2.49369E-10
1.8,2.49378E-10
1.81,2.49415E-10
1.82,2.49429E-10
1.83,2.49493E-10
1.84,2.49458E-10
1.85,2.49487E-10
1.86,2.49494E-10
1.87,2.49563E-10
1.88,2.49528E-10
1.89,2.49581E-10
1.9,2.49544E-10
1.91,2.49604E-10
1.92,2.49638E-10
1.93,2.49655E-10
1.94,2.49661E-10
1.95,2.49698E-10
1.96,2.49689E-10
1.97,2.49691E-10
1.98,2.49788E-10
1.99,2.49746E-10
2,2.4978E-10
2.01,2.49785E-10
2.02,2.49807E-10
2.03,2.49795E-10
2.04,2.4987E-10
2.05,2.49823E-10
2.06,2.49875E-10
2.07,2.49867E-10
2.08,2.49918E-10
2.09,2.49866E-10
2.1,2.49961E-10
2.11,2.4996E-10
2.12,2.49943E-10
2.13,2.49946E-10
2.14,2.50002E-10
2.15,2.49982E-10
2.16,2.49994E-10
2.17,2.4995E-10
2.18,2.50058E-10
2.19,2.50043E-10
2.2,2.50037E-10
2.21,2.50051E-10
2.22,2.50079E-10
2.23,2.50132E-10
2.24,2.50122E-10
2.25,2.50108E-10
2.26,2.50131E-10
2.27,2.50172E-10
2.28,2.50194E-10
2.29,2.50204E-10
2.3,2.50179E-10
2.31,2.50211E-10
2.32,2.50223E-10
2.33,2.50276E-10
2.34,2.50222E-10
2.35,2.50263E-10
2.36,2.50273E-10
2.37,2.50285E-10
2.38,2.5022E-10
2.39,2.50334E-10
2.4,2.50303E-10
2.41,2.50348E-10
2.42,2.50309E-10
2.43,2.50336E-10
2.44,2.50347E-10
2.45,2.50373E-10
2.46,2.50373E-10
2.47,2.50416E-10
2.48,2.50386E-10
2.49,2.50444E-10
2.5,2.50412E-10
2.51,2.50425E-10
2.52,2.50414E-10
2.53,2.50487E-10
2.54,2.50411E-10
2.55,2.50477E-10
2.56,2.50497E-10
2.57,2.50507E-10
2.58,2.50523E-10
2.59,2.50505E-10
2.6,2.50531E-10
2.61,2.50492E-10
2.62,2.50534E-10
2.63,2.50537E-10
2.64,2.50572E-10
2.65,2.50611E-10
2.66,2.50563E-10
2.67,2.50584E-10
2.68,2.5063E-10
2.69,2.50585E-10
2.7,2.50636E-10
2.71,2.50618E-10
2.72,2.50637E-10
2.73,2.5065E-10
2.74,2.50663E-10
2.75,2.50669E-10
2.76,2.5071E-10
2.77,2.50672E-10
2.78,2.50692E-10
2.79,2.50682E-10
2.8,2.50719E-10
2.81,2.50668E-10
2.82,2.50776E-10
2.83,2.50737E-10
2.84,2.50761E-10
2.85,2.50719E-10
2.86,2.50745E-10
2.87,2.50725E-10
2.88,2.50865E-10
2.89,2.50759E-10
2.9,2.50807E-10
2.91,2.5078E-10
2.92,2.50807E-10
2.93,2.50794E-10
2.94,2.50795E-10
2.95,2.50849E-10
2.96,2.50875E-10
2.97,2.50846E-10
2.98,2.50799E-10
2.99,2.50903E-10
3,2.50837E-10
3,2.50871E-10
2.99,2.50836E-10
2.98,2.50898E-10
2.97,2.5086E-10
2.96,2.50831E-10
2.95,2.50788E-10
2.94,2.50848E-10
2.93,2.50779E-10
2.92,2.50842E-10
2.91,2.5076E-10
2.9,2.50776E-10
2.89,2.50751E-10
2.88,2.50815E-10
2.87,2.50791E-10
2.86,2.50815E-10
2.85,2.50743E-10
2.84,2.5077E-10
2.83,2.50726E-10
2.82,2.50747E-10
2.81,2.50658E-10
2.8,2.50735E-10
2.79,2.50662E-10
2.78,2.5068E-10
2.77,2.50637E-10
2.76,2.50683E-10
2.75,2.5063E-10
2.74,2.50639E-10
2.73,2.50587E-10
2.72,2.50626E-10
2.71,2.50625E-10
2.7,2.50591E-10
2.69,2.5062E-10
2.68,2.50602E-10
2.67,2.50595E-10
2.66,2.50585E-10
2.65,2.50526E-10
2.64,2.50571E-10
2.63,2.5055E-10
2.62,2.50552E-10
2.61,2.50591E-10
2.6,2.50516E-10
2.59,2.50505E-10
2.58,2.50499E-10
2.57,2.50506E-10
2.56,2.50494E-10
2.55,2.50465E-10
2.54,2.50457E-10
2.53,2.50455E-10
2.52,2.5043E-10
2.51,2.50454E-10
2.5,2.50405E-10
2.49,2.50433E-10
2.48,2.50379E-10
2.47,2.50385E-10
2.46,2.50385E-10
2.45,2.50393E-10
2.44,2.50346E-10
2.43,2.50372E-10
2.42,2.50295E-10
2.41,2.50306E-10
2.4,2.50297E-10
2.39,2.50281E-10
2.38,2.50269E-10
2.37,2.50273E-10
2.36,2.50282E-10
2.35,2.50257E-10
2.34,2.50236E-10
2.33,2.50234E-10
2.32,2.50209E-10
2.31,2.50199E-10
2.3,2.50195E-10
2.29,2.5016E-10
2.28,2.50181E-10
2.27,2.5015E-10
2.26,2.50159E-10
2.25,2.50143E-10
2.24,2.50132E-10
2.23,2.50087E-10
2.22,2.5012E-10
2.21,2.50051E-10
2.2,2.50088E-10
2.19,2.50038E-10
2.18,2.50066E-10
2.17,2.49973E-10
2.16,2.50037E-10
2.15,2.49989E-10
2.14,2.50008E-10
2.13,2.49906E-10
2.12,2.49969E-10
2.11,2.49909E-10
2.1,2.4996E-10
2.09,2.49907E-10
2.08,2.4992E-10
2.07,2.49838E-10
2.06,2.49859E-10
2.05,2.49836E-10
2.04,2.49826E-10
2.03,2.49824E-10
2.02,2.49815E-10
2.01,2.49788E-10
2,2.49771E-10
1.99,2.49743E-10
1.98,2.49722E-10
1.97,2.49739E-10
1.96,2.49682E-10
1.95,2.49659E-10
1.94,2.49665E-10
1.93,2.49684E-10
1.92,2.49626E-10
1.91,2.49682E-10
1.9,2.49582E-10
1.89,2.49544E-10
1.88,2.4954E-10
1.87,2.49564E-10
1.86,2.4953E-10
1.85,2.49498E-10
1.84,2.49499E-10
1.83,2.49521E-10
1.82,2.4944E-10
1.81,2.49497E-10
1.8,2.49419E-10
1.79,2.49389E-10
1.78,2.49362E-10
1.77,2.49374E-10
1.76,2.49352E-10
1.75,2.49342E-10
1.74,2.49294E-10
1.73,2.49305E-10
1.72,2.49238E-10
1.71,2.49257E-10
1.7,2.49199E-10
1.69,2.4921E-10
1.68,2.49197E-10
1.67,2.49157E-10
1.66,2.49134E-10
1.65,2.49134E-10
1.64,2.49041E-10
1.63,2.49089E-10
1.62,2.48991E-10
1.61,2.49013E-10
1.6,2.48918E-10
1.59,2.48943E-10
1.58,2.48928E-10
1.57,2.48948E-10
1.56,2.48879E-10
1.55,2.48854E-10
1.54,2.48775E-10
1.53,2.48828E-10
1.52,2.48761E-10
1.51,2.48779E-10
1.5,2.48772E-10
1.49,2.48722E-10
1.48,2.48694E-10
1.47,2.48636E-10
1.46,2.48639E-10
1.45,2.4858E-10
1.44,2.48572E-10
1.43,2.48511E-10
1.42,2.48506E-10
1.41,2.4844E-10
1.4,2.48497E-10
1.39,2.48383E-10
1.38,2.48381E-10
1.37,2.48341E-10
1.36,2.48296E-10
1.35,2.48249E-10
1.34,2.48284E-10
1.33,2.482E-10
1.32,2.4818E-10
1.31,2.48119E-10
1.3,2.48155E-10
1.29,2.48062E-10
1.28,2.48034E-10
1.27,2.48005E-10
1.26,2.48013E-10
1.25,2.47905E-10
1.24,2.47903E-10
1.23,2.47842E-10
1.22,2.47855E-10
1.21,2.47738E-10
1.2,2.47738E-10
1.19,2.47701E-10
1.18,2.47662E-10
1.17,2.47601E-10
1.16,2.47598E-10
1.15,2.4754E-10
1.14,2.47485E-10
1.13,2.47463E-10
1.12,2.47401E-10
1.11,2.47354E-10
1.1,2.47312E-10
1.09,2.4726E-10
1.08,2.47231E-10
1.07,2.47157E-10
1.06,2.47137E-10
1.05,2.4708E-10
1.04,2.47044E-10
1.03,2.46922E-10
1.02,2.4693E-10
1.01,2.46886E-10
1,2.46777E-10
0.99,2.46744E-10
0.98,2.46693E-10
0.97,2.46622E-10
0.96,2.46544E-10
0.95,2.46551E-10
0.94,2.46437E-10
0.93,2.46454E-10
0.92,2.46328E-10
0.91,2.46286E-10
0.9,2.46207E-10
0.89,2.46176E-10
0.88,2.46091E-10
0.87,2.4603E-10
0.86,2.4594E-10
0.85,2.45871E-10
0.84,2.45731E-10
0.83,2.45761E-10
0.82,2.45665E-10
0.81,2.45582E-10
0.8,2.45492E-10
0.79,2.4542E-10
0.78,2.45323E-10
0.77,2.45276E-10
0.76,2.45185E-10
0.75,2.45067E-10
0.74,2.44985E-10
0.73,2.44942E-10
0.72,2.44815E-10
0.71,2.44712E-10
0.7,2.44664E-10
0.69,2.44553E-10
0.68,2.44479E-10
0.67,2.44343E-10
0.66,2.44219E-10
0.65,2.44122E-10
0.64,2.4403E-10
0.63,2.43899E-10
0.62,2.43845E-10
0.61,2.43662E-10
0.6,2.43528E-10
0.59,2.43457E-10
0.58,2.43325E-10
0.57,2.43154E-10
0.56,2.43034E-10
0.55,2.4287E-10
0.54,2.42774E-10
0.53,2.426E-10
0.52,2.42453E-10
0.51,2.42342E-10
0.5,2.42215E-10
0.49,2.42016E-10
0.48,2.41884E-10
0.47,2.4167E-10
0.46,2.41537E-10
0.45,2.41352E-10
0.44,2.41183E-10
0.43,2.40964E-10
0.42,2.40776E-10
0.41,2.40527E-10
0.4,2.40371E-10
0.39,2.40142E-10
0.38,2.39984E-10
0.37,2.39686E-10
0.36,2.39516E-10
0.35,2.39247E-10
0.34,2.39048E-10
0.33,2.38748E-10
0.32,2.38531E-10
0.31,2.38217E-10
0.3,2.37991E-10
0.29,2.37699E-10
0.28,2.3738E-10
0.27,2.37043E-10
0.26,2.3679E-10
0.25,2.36434E-10
0.24,2.3611E-10
0.23,2.35677E-10
0.22,2.35403E-10
0.21,2.34919E-10
0.2,2.3455E-10
0.19,2.34132E-10
0.18,2.33714E-10
0.17,2.33191E-10
0.16,2.32768E-10
0.15,2.32275E-10
0.14,2.31745E-10
0.13,2.3123E-10
0.12,2.30679E-10
0.11,2.30133E-10
0.1,2.29491E-10
0.09,2.28907E-10
0.08,2.28208E-10
0.07,2.27528E-10
0.06,2.26795E-10
0.05,2.26036E-10
0.04,2.25158E-10
0.03,2.24397E-10
0.02,2.23481E-10
0.01,2.22628E-10
0,2.21581E-10
-0.01,2.20655E-10
-0.02,2.19441E-10
-0.03,2.18525E-10
-0.04,2.17165E-10
-0.05,2.16136E-10
-0.06,2.14599E-10
-0.07,2.13498E-10
-0.08,2.11802E-10
-0.09,2.10609E-10
-0.1,2.0875E-10
-0.11,2.07461E-10
-0.12,2.05416E-10
-0.13,2.03925E-10
-0.14,2.01748E-10
-0.15,2.00066E-10
-0.16,1.97681E-10
-0.17,1.96022E-10
-0.18,1.93488E-10
-0.19,1.91592E-10
-0.2,1.88954E-10
-0.21,1.86966E-10
-0.22,1.83831E-10
-0.23,1.81681E-10
-0.24,1.78786E-10
-0.25,1.76513E-10
-0.26,1.73782E-10
-0.27,1.71273E-10
-0.28,1.68702E-10
-0.29,1.66277E-10
-0.3,1.638E-10
-0.31,1.61576E-10
-0.32,1.59469E-10
-0.33,1.57658E-10
-0.34,1.56085E-10
-0.35,1.54766E-10
-0.36,1.53855E-10
-0.37,1.53229E-10
-0.38,1.53058E-10
-0.39,1.53204E-10
-0.4,1.53689E-10
-0.41,1.5468E-10
-0.42,1.55726E-10
-0.43,1.5766E-10
-0.44,1.5921E-10
-0.45,1.61536E-10
-0.46,1.63442E-10
-0.47,1.66239E-10
-0.48,1.68256E-10
-0.49,1.71211E-10
-0.5,1.73264E-10
-0.51,1.76348E-10
-0.52,1.78292E-10
-0.53,1.8109E-10
-0.54,1.82853E-10
-0.55,1.85323E-10
-0.56,1.87011E-10
-0.57,1.89204E-10
-0.58,1.90589E-10
-0.59,1.9251E-10
-0.6,1.93776E-10
-0.61,1.95397E-10
-0.62,1.96505E-10
-0.63,1.97899E-10
-0.64,1.98916E-10
-0.65,2.00242E-10
-0.66,2.01117E-10
-0.67,2.02141E-10
-0.68,2.02953E-10
-0.69,2.0385E-10
-0.7,2.04539E-10
-0.71,2.05301E-10
-0.72,2.05977E-10
-0.73,2.06646E-10
-0.74,2.07244E-10
-0.75,2.07872E-10
-0.76,2.08396E-10
-0.77,2.08938E-10
-0.78,2.09445E-10
